date,id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,relative_velocity_kmh,miss_distance_km,is_potentially_hazardous
2023-10-01,2252399,252399 (2001 TX44),19.41,0.3487827332,0.7799019007,47425.552833141,62129548.281769961,True
2023-10-01,3342645,(2006 SG7),22.84,0.0718712133,0.1607089186,40346.826106311,48840865.860617815,False
2023-10-01,3451020,(2009 EG3),21.31,0.1453968429,0.3251172245,71098.0109047015,20100216.215851677,False
2023-10-01,3606252,(2012 OO),20.64,0.1979497587,0.4426291165,33991.7291708756,25208766.634239112,True
2023-10-01,3740047,(2016 AM165),24.7,0.0305179233,0.0682401509,21746.7219087179,69503194.382538561,False
2023-10-01,3888755,(2019 UQ12),23.8,0.046190746,0.1032856481,64516.5575776706,52119764.31710209,False
2023-10-01,54016634,(2020 HO2),24.3,0.0366906138,0.0820427065,45466.0186505674,57469281.883198158,False
2023-10-01,54217963,(2021 VA6),28.85,0.0045139316,0.010093458,31894.7763409622,19899307.099229962,False
2023-10-01,54244779,(2022 CB1),26.26,0.014878357,0.0332690178,62355.3826068403,73112908.991046014,False
2023-10-01,54304629,(2022 SW),25.14,0.0249203981,0.0557237043,44784.2590807882,57014421.451258604,False
2023-10-01,54380190,(2023 QB10),21.88,0.1118291378,0.250057554,16732.0434664351,41440401.783528138,False
2023-10-01,54383295,(2023 RE11),25.36,0.0225193047,0.050354696,34505.6659429336,8192912.971587096,False
2023-10-01,54385248,(2023 SW1),24.02,0.0417402433,0.0933340215,28243.2311570753,18522644.443987757,False
2023-10-01,54385794,(2023 SY2),26.18,0.0154367182,0.0345175513,35684.2487171859,3495153.517087821,False
2023-10-01,54390661,(2023 TJ),25.22,0.024019003,0.0537081235,83572.0667600648,1792861.701809161,False
2023-10-01,54391043,(2023 TO2),26.55,0.013018321,0.0291098508,43535.427013355,1763661.484126843,False
2023-10-01,54397459,(2023 UC4),24.89,0.0279611466,0.0625230245,40131.9353464456,18469489.31385957,False
2023-10-01,54428637,(2024 DT1),22.18,0.0973991073,0.217791025,38643.2624168996,47682501.368969107,False
2023-10-01,54429759,(2024 EK1),21.93,0.1092835959,0.2443655492,57582.8122273495,55086222.490884424,True
2023-10-01,54490134,(2024 TX9),26.38,0.0140784543,0.0314803809,62761.6611957488,60272713.668818025,False
2023-10-01,54507392,(2024 YB),25.54,0.0207278843,0.0463489584,11450.6707227882,16577656.189462412,False
2023-10-02,2488474,488474 (1999 HD1),20.32,0.229379698,0.5129085974,62121.1321729156,52869438.468233604,False
2023-10-02,3423321,(2008 PW4),22.42,0.0872077289,0.19500241,19601.0326250889,18169884.064650232,False
2023-10-02,3761035,(2016 TB57),26.1,0.0160160338,0.0358129403,47850.5104193084,54807299.222001521,False
2023-10-02,3781908,(2017 SN17),22.77,0.0742258153,0.1659739687,45046.1879319467,28183313.669570855,False
2023-10-02,54054714,(2020 SV6),23.8,0.046190746,0.1032856481,52427.7743783015,70709998.470016038,False
2023-10-02,54055076,(2020 TE2),26.25,0.0149470324,0.0334225806,61186.2638547492,54922948.787523273,False
2023-10-02,54087416,(2020 VF),24.1,0.040230458,0.0899580388,74455.5950844728,70786623.202140027,False
2023-10-02,54316566,(2022 TS2),24.56,0.0325502986,0.0727846803,103058.7083468615,68321577.145966403,False
2023-10-02,54377847,(2023 QU2),20.97,0.1700415193,0.3802243961,15709.4022120355,43777582.530989846,False
2023-10-02,54377968,(2023 QB4),20.0,0.2658,0.5943468684,50052.0996269068,69469307.368307652,False
2023-10-02,54378341,(2023 QE5),24.31,0.0365220357,0.0816657545,21071.9137527626,9667507.957572065,False
2023-10-02,54385240,(2023 SO1),24.83,0.0287445144,0.0642746882,25313.8569079984,11703966.288850849,False
2023-10-02,54390615,(2023 TB),26.81,0.0115492818,0.0258249791,47825.4918283171,982357.90022059,False
2023-10-02,54390824,(2023 TS),27.16,0.009830033,0.0219806221,63667.1571477725,864618.452454938,False
2023-10-02,54391010,(2023 TF1),25.13,0.0250354255,0.0559809132,43954.5230335818,3803306.579151941,False
2023-10-02,54391033,(2023 TD2),24.75,0.0298232505,0.0666868155,48054.4635237872,7996767.021226607,False
2023-10-02,54392426,(2023 TA5),25.62,0.0199781365,0.0446724713,21763.0834766034,5258664.77503361,False
2023-10-02,54392432,(2023 TG5),26.73,0.011982708,0.0267941497,18468.1091589744,6488269.432912675,False
2023-10-02,54392651,(2023 TV6),23.88,0.0445199816,0.0995497053,33967.5477778096,37168777.696040793,False
2023-10-02,54395027,(2023 UJ),26.31,0.0145396843,0.0325117225,23240.9373739735,2761412.496537675,False
2023-10-02,54395893,(2023 UU),23.41,0.0552783379,0.1236061213,19383.3649798029,22241115.522162037,False
2023-10-02,54405060,(2023 VX8),23.99,0.042320908,0.0946324271,33686.6151853027,10159782.382964796,False
2023-10-02,54482429,(2024 SO2),27.9,0.0069912523,0.0156329154,57001.9013735497,60559229.463437251,False
2023-10-03,2221980,221980 (1996 EO),19.11,0.4004561582,0.8954471917,46560.2380556378,28084327.870627551,True
2023-10-03,2349507,349507 (2008 QY),18.5,0.5303407233,1.1858779086,75456.7796296066,6324930.77415637,True
2023-10-03,3136724,(2002 RS129),22.91,0.0695913044,0.1556108872,30181.7764770804,49763980.027320792,False
2023-10-03,3137738,(2002 TA60),20.92,0.1740022951,0.38908096,100877.0921909683,44302065.347874003,False
2023-10-03,3634614,(2013 GT66),25.2,0.0242412481,0.0542050786,60171.6516711156,61550998.281423588,False
2023-10-03,3699892,(2014 WZ365),26.0,0.0167708462,0.0375007522,56420.3150753688,21995035.583010201,False
2023-10-03,3728901,(2015 TA),21.57,0.1289896833,0.2884297004,50652.4951778141,61386415.28254441,False
2023-10-03,3759289,(2016 RL20),23.57,0.0513517179,0.1148259319,40828.597948539,30949307.974871955,False
2023-10-03,3789747,(2017 WD28),25.7,0.0192555078,0.0430566244,37222.489153206,52373155.777351241,False
2023-10-03,3791345,(2017 XV60),25.8,0.0183888672,0.0411187571,41385.506353456,35923494.343637656,False
2023-10-03,3956451,(2019 YS3),24.63,0.0315177333,0.0704757942,17341.1128522013,40141752.517597984,False
2023-10-03,54016766,(2020 HT6),24.7,0.0305179233,0.0682401509,24582.6073522747,68791590.286319109,False
2023-10-03,54054505,(2020 SP1),23.1,0.063760979,0.1425738833,99192.4158630694,70043216.01993834,False
2023-10-03,54131386,(2021 EX3),24.83,0.0287445144,0.0642746882,33947.6983705489,71670249.78435397,False
2023-10-03,54184284,(2021 PF7),27.81,0.0072871041,0.0162944602,20189.5791455947,29356483.413619853,False
2023-10-03,54291608,(2022 OZ1),23.57,0.0513517179,0.1148259319,91239.6500188769,72104397.16448949,False
2023-10-03,54354418,(2023 GW2),25.96,0.0170826395,0.0381979432,32965.7434928194,29977371.959862785,False
2023-10-03,54378774,(2023 QT6),23.65,0.0494942761,0.1106725658,19358.3019285,13891075.67409422,False
2023-10-03,54384203,(2023 RF16),25.65,0.0197040262,0.044059542,19664.9800828219,7733153.104686533,False
2023-10-03,54384766,(2023 RS21),23.7,0.0483676488,0.1081533507,13364.7765115458,31927660.422042869,False
2023-10-03,54390660,(2023 TH),26.91,0.0110294785,0.0246626636,28662.3878505242,1496345.379339157,False
2023-10-03,54390828,(2023 TY),29.15,0.0039314701,0.0087910344,47274.7545572562,204816.478348032,False
2023-10-03,54393138,(2023 TU8),26.42,0.0138214936,0.0309057992,13355.2668107945,10183575.131319585,False
2023-10-03,54395900,(2023 UA1),24.54,0.0328514828,0.0734581487,25347.2662359006,16260926.771269914,False
2023-10-03,54454240,(2024 MD1),25.84,0.0180532326,0.0403682552,26689.5165707607,51365354.540677217,False
2023-10-04,2518635,518635 (2008 HO3),18.17,0.6173834405,1.3805113411,50318.7462375181,19392879.204396744,False
2023-10-04,3648629,(2013 SC20),22.44,0.0864082036,0.1932146172,35943.0301319363,62208351.921830287,False
2023-10-04,3730326,(2015 TT178),20.95,0.1716148941,0.3837425691,86970.2379674983,71107990.019664442,False
2023-10-04,3829483,(2018 RT7),22.97,0.0676947481,0.1513700585,34202.2071228738,61623494.860324927,False
2023-10-04,3841618,(2019 HJ3),24.31,0.0365220357,0.0816657545,41162.4416759915,48343264.419632041,False
2023-10-04,54205444,(2021 TD7),26.66,0.0123752784,0.0276719637,52380.0746375915,9970160.036680119,False
2023-10-04,54265773,(2022 FX1),25.78,0.0185590173,0.0414992243,35716.9680621602,7665209.566878218,False
2023-10-04,54292217,(2022 OC3),28.83,0.0045556985,0.0101868516,11428.5411015141,14366857.083917321,False
2023-10-04,54312818,(2022 SL49),22.86,0.0712122941,0.1592355304,39091.1634111301,51790388.598089781,False
2023-10-04,54376554,(2023 OJ6),20.73,0.1899131235,0.4246586539,17820.9057834784,58914921.214098685,False
2023-10-04,54377955,(2023 QO3),21.67,0.1231841913,0.2754482254,9113.5439394267,41557798.263217028,False
2023-10-04,54380201,(2023 RZ),23.52,0.052547853,0.1175005715,37737.1056698528,10802470.734738377,False
2023-10-04,54380898,(2023 RS2),24.03,0.0415484643,0.0929051906,11573.9977664364,11933117.314159449,False
2023-10-04,54383294,(2023 RC11),24.39,0.035200998,0.0787118244,18636.9670590821,27563398.616507161,False
2023-10-04,54384755,(2023 RN21),24.97,0.0269497646,0.0602615057,28461.1546154895,14829012.536309129,False
2023-10-04,54392936,(2023 RJ69),22.64,0.0788052183,0.1762138252,5787.2378405814,35554376.200164768,False
2023-10-04,54387380,(2023 SN6),25.64,0.0197949759,0.0442629117,30583.2868188509,4825434.235363959,False
2023-10-04,54390629,(2023 TC),26.49,0.0133830462,0.029925401,26562.107092237,851333.892322772,False
2023-10-04,54391018,(2023 TO1),24.48,0.0337718597,0.0755161741,50238.6360943561,13347076.289170289,False
2023-10-04,54391028,(2023 TW1),24.64,0.0313729225,0.0701519874,71387.2808768437,2029528.763463153,False
2023-10-04,54391039,(2023 TJ2),25.98,0.0169260249,0.0378477424,56697.6370847159,8864483.241654996,False
2023-10-04,54392419,(2023 TN4),25.82,0.0182202771,0.0407417781,23131.1058473705,9129690.929022689,False
2023-10-04,54393145,(2023 TA9),26.64,0.0124897854,0.0279280092,20844.3500509024,1162228.39519379,False
2023-10-04,54394001,(2023 TT19),23.18,0.0614546821,0.1374168468,45112.8046100378,35143572.535417445,False
2023-10-04,54395026,(2023 TB23),22.61,0.0799015081,0.1786652037,20062.5162372871,54272403.600496653,False
2023-10-04,54395897,(2023 UX),24.86,0.0283501249,0.0633928065,20106.8107455375,23540495.648486076,False
2023-10-04,54396396,(2023 UT1),26.37,0.0141434375,0.0316256878,29952.5452781062,11084835.233344464,False
2023-10-04,54441078,(2024 JA7),25.76,0.0187307418,0.0418832119,17983.7805509024,40280463.881321918,False
2023-10-04,54489181,(2024 TV6),23.95,0.0431077124,0.0963917753,31041.366889081,16039739.573610977,False
2023-10-05,3607823,(2012 QL14),24.48,0.0337718597,0.0755161741,55387.6495847312,29451197.146189567,False
2023-10-05,3702706,(2014 YS),24.5,0.0334622374,0.0748238376,27998.1320976973,58824432.065538623,False
2023-10-05,3774691,(2017 KZ2),25.0,0.02658,0.0594346868,81359.3885619841,59108153.775860498,False
2023-10-05,3785769,(2017 TJ4),25.2,0.0242412481,0.0542050786,53936.2197661763,32476321.381314509,False
2023-10-05,3795062,(2017 YX4),23.66,0.0492668706,0.1101640716,28690.9306987609,67320918.594233612,False
2023-10-05,3840696,(2019 FV),23.98,0.0425162524,0.0950692305,29408.0540511395,54942384.094000063,False
2023-10-05,3843679,(2019 QO5),23.74,0.0474848397,0.1061793296,33886.3719209783,7615110.706274344,False
2023-10-05,3989456,(2020 CW),32.56,0.0008176265,0.0018282685,69659.3138414285,13941392.16967937,False
2023-10-05,54087658,(2020 VW1),28.3,0.0058150704,0.0130028927,61355.4108691399,65313625.340097483,False
2023-10-05,54088822,(2020 WY),26.2,0.0152951935,0.0342010925,56215.4415623521,72657791.983799623,False
2023-10-05,54186663,(2021 PN26),20.35,0.2262324906,0.5058712276,82676.459302618,62299575.177058013,False
2023-10-05,54202334,(2021 TF1),25.91,0.0174805453,0.0390876876,47358.0125928979,32498395.085585341,False
2023-10-05,54231259,(2021 YB),27.52,0.0083282735,0.0186225856,16840.8055127065,30730158.853714537,False
2023-10-05,54308040,(2022 SY10),26.87,0.0112345318,0.0251211767,65204.5121845042,73634834.38746316,False
2023-10-05,54379680,(2023 QC8),24.68,0.0308003021,0.0688715693,22742.0588134825,6039588.126033684,False
2023-10-05,54381685,(2023 RP5),24.06,0.040978398,0.0916304836,31687.3084769206,13281800.889212572,False
2023-10-05,54382085,(2023 RJ6),24.36,0.0356906927,0.079806815,25815.25147559,14956889.797890858,False
2023-10-05,54383286,(2023 RF10),25.61,0.0200703514,0.0448786701,20835.6308417098,6066366.728195377,False
2023-10-05,54390630,(2023 TD),27.1,0.0101054342,0.0225964377,28804.117835166,938028.685387515,False
2023-10-05,54390829,(2023 TZ),24.19,0.0385971268,0.0863057993,57106.133725725,13996632.37995983,False
2023-10-05,54391012,(2023 TH1),24.93,0.0274507982,0.0613818507,64172.2519203937,10694534.570031908,False
2023-10-05,54391027,(2023 TY1),26.41,0.0138852907,0.0310484539,21610.9126703048,7310632.949720597,False
2023-10-05,54391042,(2023 TN2),28.1,0.0063760979,0.0142573883,26015.2437593419,3127340.450473026,False
2023-10-05,54392068,(2023 TN3),27.51,0.008366715,0.0187085435,12733.4386487664,1555503.767271935,False
2023-10-05,54392075,(2023 TW3),26.49,0.0133830462,0.029925401,35646.6470868676,637419.813987921,False
2023-10-05,54392430,(2023 TE5),26.54,0.0130784109,0.0292442157,26607.1437578276,7977483.900662968,False
2023-10-05,54393150,(2023 TW9),24.0,0.0421264611,0.0941976306,45603.9937294427,7135679.781613658,False
2023-10-05,54454874,(2024 MM1),26.23,0.0150853356,0.0337318359,8730.4029588411,17758664.173749208,False
2023-10-05,54491558,(2024 TP17),24.21,0.0382432662,0.0855145429,62189.6751844121,69910639.709742467,False
2023-10-06,3582137,(2011 UG20),21.44,0.1369477737,0.3062245314,117590.0017531424,45005037.452517224,True
2023-10-06,3604990,(2012 KP24),26.45,0.0136318556,0.0304817558,29175.6055399241,67991292.934049371,False
2023-10-06,3610529,(2012 TR139),20.96,0.1708263953,0.3819794322,100107.3794017702,52023315.159481654,False
2023-10-06,3782014,(2017 SX20),24.14,0.0394961694,0.0883161196,52099.0613544863,44106555.936450364,False
2023-10-06,54016296,(2020 FS2),24.32,0.0363542322,0.0812905344,33494.1146844843,18529525.616892443,False
2023-10-06,54292683,(2022 OB5),28.99,0.0042320908,0.0094632427,4917.447720747,7884169.686086678,False
2023-10-06,54382568,(2023 RX7),23.51,0.0527904029,0.1180429295,51216.5902122346,12618742.722987885,False
2023-10-06,54387387,(2023 SU6),22.13,0.099667824,0.2228640296,58700.0080920024,26185336.338553023,False
2023-10-06,54390659,(2023 TG),28.19,0.0061172324,0.0136785474,26007.4676296903,691087.25698171,False
2023-10-06,54390821,(2023 TQ),25.7,0.0192555078,0.0430566244,47607.6430175998,2261480.799450485,False
2023-10-06,54390822,(2023 TU),28.02,0.0066153828,0.0147924455,29477.603301614,2347503.524084253,False
2023-10-06,54392066,(2023 TL3),25.43,0.021804944,0.0487573371,58302.7223626292,896384.064170738,False
2023-10-06,54392069,(2023 TO3),27.8,0.0073207399,0.016369672,49283.818026511,797496.416389941,False
2023-10-06,54392644,(2023 TA6),26.91,0.0110294785,0.0246626636,35619.2638442259,2927151.75231387,False
2023-10-06,54393141,(2023 TY8),25.98,0.0169260249,0.0378477424,51384.2280592626,5653897.021889438,False
2023-10-06,54393160,(2023 TJ10),24.38,0.0353634784,0.0790751417,49797.435049983,20663507.906648465,False
2023-10-06,54400050,(2023 US9),23.39,0.0557898221,0.1247498347,31485.178277658,5071806.877708237,False
2023-10-06,54404383,(2023 VS6),21.43,0.1375798959,0.3076379996,43849.6821036288,22485615.812525182,False
2023-10-06,54476945,(2024 RO43),24.76,0.0296862251,0.0663804174,44651.7134534905,27291996.051423194,False
2023-10-06,54486929,(2024 TT),27.57,0.0081386988,0.0181986838,40595.463843007,26490306.257139283,False
2023-10-06,54486931,(2024 TW),28.95,0.0043107712,0.0096391775,35181.7602016368,6142064.207841745,False
2023-10-06,54488497,(2024 TL5),27.59,0.0080640828,0.0180318372,26651.2179575494,11084414.055501266,False
2023-10-07,2162120,162120 (1998 SH36),20.64,0.1979497587,0.4426291165,78884.3631287286,21191530.493372775,True
2023-10-07,2162162,162162 (1999 DB7),19.99,0.2670268771,0.5970902489,30445.2715471926,68742317.071319552,True
2023-10-07,3293790,(2005 TQ45),25.6,0.0201629919,0.0450858206,64279.6848773327,48109884.576694068,False
2023-10-07,3645193,(2013 OY3),24.78,0.0294140602,0.0657718381,43439.7825681304,18761577.748814592,False
2023-10-07,3742876,(2016 CF137),25.79,0.0184737464,0.0413085527,26872.0523571043,29313070.605418824,False
2023-10-07,3844011,(2019 SS2),30.7,0.0019255508,0.0043056624,72809.5881971171,58424958.300194259,False
2023-10-07,3869331,(2019 SB6),26.78,0.0117099483,0.0261842403,20658.3380773169,16443090.990544676,False
2023-10-07,3872637,(2019 SL8),25.9,0.0175612318,0.0392681082,41590.5425737272,10926216.626743251,False
2023-10-07,3884015,(2019 UY8),24.96,0.0270741591,0.0605396602,34209.3792706814,34115655.770751741,False
2023-10-07,54087855,(2020 VU5),27.4,0.0088014652,0.0196806745,26473.5405589816,15448324.545399066,False
2023-10-07,54169406,(2021 NQ5),21.13,0.1579628558,0.3532156834,33352.9512895324,19175501.666095227,True
2023-10-07,54208043,(2021 TS10),25.58,0.0203495578,0.0455029946,50241.226823662,55942284.887641943,False
2023-10-07,54312823,(2022 TD),27.73,0.0075605776,0.0169059655,33847.6216619477,3406395.679637056,False
2023-10-07,54335221,(2022 YL),26.49,0.0133830462,0.029925401,21446.4225794407,38739876.203512156,False
2023-10-07,54356387,(2023 HH4),21.99,0.1063053145,0.2377059096,45432.5899794336,69328937.65235562,False
2023-10-07,54382563,(2023 RN7),23.17,0.061738344,0.1380511341,41085.0423589133,13746618.88449464,False
2023-10-07,54386474,(2023 RR29),24.81,0.0290104841,0.0648694146,29211.5806785765,3525304.848108025,False
2023-10-07,54389194,(2023 SG7),23.65,0.0494942761,0.1106725658,46471.9019733742,23233629.950892241,False
2023-10-07,54390663,(2023 TK),27.1,0.0101054342,0.0225964377,17621.9540819049,2211089.489970548,False
2023-10-07,54390827,(2023 TX),29.66,0.0031085294,0.006950883,25194.8247084796,576333.453585944,False
2023-10-07,54391006,(2023 TB1),29.3,0.0036690614,0.0082042706,33683.9236894056,260901.961473353,False
2023-10-07,54391008,(2023 TD1),27.12,0.010012787,0.0223892723,62871.5404799878,892996.480243736,False
2023-10-07,54391014,(2023 TK1),23.86,0.04493192,0.1004708274,41585.713532708,26496428.729486477,False
2023-10-07,54391017,(2023 TN1),24.32,0.0363542322,0.0812905344,45674.1694892074,11521488.542360141,False
2023-10-07,54391021,(2023 TR1),29.84,0.0028612445,0.0063979373,71920.5854816282,107778.08463724,False
2023-10-07,54391026,(2023 TX1),25.12,0.0251509837,0.0562393094,23626.9013832226,18341592.724233037,False
2023-10-07,54392415,(2023 TJ4),29.37,0.0035526709,0.0079440136,45193.2092473385,297352.933598192,False
2023-10-07,54392416,(2023 TK4),28.71,0.004814542,0.0107656431,51235.9751810563,203695.706065779,False
2023-10-07,54396404,(2023 TD32),25.62,0.0199781365,0.0446724713,55094.9800232815,4895193.741716204,False
2023-10-07,54395885,(2023 UR),24.43,0.0345585074,0.0772751717,34444.8165356355,7206718.245035894,False
2023-10-07,54417658,(2023 YX),23.34,0.057089334,0.1276556316,21855.9217934006,39318778.237566213,False
2023-10-07,54430775,(2024 EF4),23.97,0.0427124985,0.0955080501,40857.3111364045,54241887.250673649,False
2023-10-07,2679885,679885 (2021 NQ5),21.18,0.1543671822,0.3451755128,33352.9488547926,19175507.3358545,True
2023-10-08,3350777,(2006 UA),20.1,0.2538370294,0.5675968529,65730.465399875,19511930.05701039,False
2023-10-08,3548887,(2010 TE55),28.0,0.0066765941,0.0149293183,44971.7873366948,46237314.436987247,False
2023-10-08,3694459,(2014 UZ56),25.5,0.0211132445,0.0472106499,68291.1713963095,71445730.638215884,False
2023-10-08,3710915,(2015 DE1),23.3,0.058150704,0.130028927,80677.2667835419,70888582.737462765,False
2023-10-08,3774010,(2017 HB1),26.3,0.0146067964,0.0326617897,25299.0438706511,67406174.255788955,False
2023-10-08,3781023,(2017 QW17),21.62,0.1260535197,0.2818642388,55407.707645396,69724409.360521957,True
2023-10-08,3781886,(2017 SV14),23.26,0.0592318063,0.1324463452,36269.8267175863,39071869.615973299,False
2023-10-08,3799826,(2018 ER1),25.72,0.0190789723,0.0426618789,19059.6345412237,4798556.315176373,False
2023-10-08,3840794,(2019 GP1),26.08,0.0161642283,0.0361443134,26569.6830908441,36284479.479229698,False
2023-10-08,54016334,(2020 FV3),27.7,0.0076657557,0.0171411509,38965.486562923,24101698.17510874,False
2023-10-08,54159407,(2021 LK6),28.39,0.0055789822,0.0124749835,61558.2600165673,40724040.265605668,False
2023-10-08,54207058,(2021 TJ10),28.98,0.0042516252,0.0095069231,35075.4505889313,16103513.504626865,False
2023-10-08,54374157,(2015 DV315),16.87,1.1234531767,2.5121176727,60800.9913388739,48411587.696673564,False
2023-10-08,54381674,(2023 RA5),22.26,0.0938760865,0.2099133109,54528.760599093,15968472.390005298,False
2023-10-08,54383285,(2023 RG10),25.35,0.0226232491,0.0505871228,9474.1057920819,12355139.128700841,False
2023-10-08,54384206,(2023 RK16),21.39,0.1401376972,0.3133574171,29183.2367396834,41762575.84611886,False
2023-10-08,54384754,(2023 RL21),25.14,0.0249203981,0.0557237043,32395.2485081796,9397723.487929379,False
2023-10-08,54384764,(2023 SA1),25.69,0.0193443872,0.0432553648,21217.2151021545,6845421.182925115,False
2023-10-08,54385235,(2023 SM1),23.76,0.0470494961,0.1052058716,21985.6867637346,27044458.744781605,False
2023-10-08,54391005,(2023 TA1),26.54,0.0130784109,0.0292442157,30015.2353323878,3572230.573331542,False
2023-10-08,54392417,(2023 TL4),20.05,0.2597496533,0.580817882,123996.6707494133,4805121.208264305,True
2023-10-08,54392418,(2023 TM4),25.2,0.0242412481,0.0542050786,31602.6791918789,14139220.587444601,False
2023-10-08,54392429,(2023 TD5),23.27,0.0589596608,0.1318378096,45886.2871504057,32901405.299697144,False
2023-10-08,54392635,(2023 TS5),27.99,0.0067074119,0.0149982289,27033.1187713286,3443024.14963465,False
2023-10-08,54392944,(2023 TJ8),27.41,0.0087610261,0.01959025,29069.9176373741,3990969.746851737,False
2023-10-08,54393415,(2023 TY10),28.72,0.0047924212,0.0107161795,55875.9563822563,587287.458420954,False
2023-10-08,54395030,(2023 UK),26.14,0.0157237082,0.0351592805,46449.1561421707,5259847.151718729,False
2023-10-08,54397464,(2023 UA4),26.33,0.0144063837,0.0322136532,42631.0139152238,4934916.239740499,False
2023-10-08,54402009,(2023 US10),22.76,0.0745684261,0.1667400697,15532.1727652097,50746951.368567104,False
2023-10-08,54487286,(2024 TX2),23.86,0.04493192,0.1004708274,78127.1775150905,51122002.787960997,False
2023-10-08,2775475,775475 (2006 UA),20.12,0.2515098375,0.5623930936,65730.4621024316,19511921.350414356,False
2023-10-09,2397474,397474 (2007 PP6),17.11,1.0059003902,2.249261651,78425.8215538511,73507503.606900541,False
2023-10-09,3381261,(2007 PR10),20.83,0.1813656249,0.4055458661,120065.3925272219,37352574.820945966,False
2023-10-09,3390108,(2007 UM12),21.51,0.1326034968,0.2965104328,26293.3911763945,11584506.869494446,False
2023-10-09,3747991,(2016 FX2),23.64,0.0497227313,0.1111834072,23769.4396998099,53589459.494131375,False
2023-10-09,3773988,(2017 HF),26.7,0.0121494041,0.0271668934,27794.573919925,68499016.884989121,False
2023-10-09,3788124,(2017 UD8),24.05,0.0411675457,0.0920534307,38673.3801740069,49509017.086326652,False
2023-10-09,3799683,(2018 DC),24.7,0.0305179233,0.0682401509,75703.5278512657,66039422.220077658,False
2023-10-09,3884023,(2019 UM9),27.3,0.0092162655,0.0206081961,73038.3140855711,74488433.774969425,False
2023-10-09,54101721,(2020 YK3),27.17,0.0097848681,0.0218796303,7940.0575427941,33410667.924568992,False
2023-10-09,54383290,(2023 RA11),21.4,0.1394938229,0.3119176705,40865.0798372962,57674689.437690347,False
2023-10-09,54384219,(2023 RL19),21.77,0.1176399894,0.2630510131,97209.2398296532,19211103.490790372,False
2023-10-09,54390662,(2023 TL),24.53,0.0330031183,0.0737972161,50120.224546369,3173908.831264474,False
2023-10-09,54390820,(2023 TR),26.12,0.0158691979,0.0354846053,26820.8319174538,1586639.721552905,False
2023-10-09,54390825,(2023 TW),27.28,0.0093015425,0.0207988814,27694.0769756466,793710.094300241,False
2023-10-09,54392643,(2023 TZ5),26.64,0.0124897854,0.0279280092,48730.2491887283,2329059.273576639,False
2023-10-09,54392653,(2023 TX6),29.16,0.0039134066,0.0087506433,30183.4662923199,464635.710277473,False
2023-10-09,54393152,(2023 TY9),24.96,0.0270741591,0.0605396602,64668.3176253139,1874377.955166836,False
2023-10-09,54393978,(2023 TM15),26.83,0.0114433973,0.0255882143,61454.7751226965,3037701.13749286,False
2023-10-09,54394003,(2023 TX19),25.51,0.0210162379,0.0469937366,52657.7910820027,2978989.433840115,False
2023-10-09,54395021,(2023 TN22),25.52,0.0209196771,0.04677782,33132.7056731799,6633855.985626495,False
2023-10-09,54395025,(2023 UF),27.89,0.0070235225,0.0157050737,37531.7623649873,1870992.301052357,False
2023-10-09,54395895,(2023 UV),23.78,0.0466181437,0.1042413384,120722.1634496819,18443077.705192561,False
2023-10-09,54397142,(2023 UZ2),26.88,0.0111829138,0.0250057554,13577.6224897504,4947393.614645506,False
2023-10-09,54554634,(2025 UG6),28.35,0.0056827032,0.0127069107,25148.3304755301,6799357.590226408,False
2023-10-09,54579527,(2026 BS7),26.55,0.013018321,0.0291098508,48225.0999331285,13724629.149508239,False
2023-10-10,3354740,(2006 UL185),21.3,0.1460679643,0.3266178974,57256.2144107233,33691526.585975446,False
2023-10-10,3651224,(2013 TC136),19.57,0.3240074354,0.7245026508,39817.6266115188,69415712.480280813,False
2023-10-10,3781408,(2017 RP2),23.62,0.0501828101,0.1122121746,44495.302781088,42690210.69589558,False
2023-10-10,3879167,(2019 TA7),26.3,0.0146067964,0.0326617897,75729.0503240096,48048608.3317157,False
2023-10-10,54065916,(2020 TH6),28.8,0.0046190746,0.0103285648,14166.4127263732,16431658.167807157,False
2023-10-10,54275853,(2022 GP5),23.22,0.0603330078,0.1349087066,32621.5856129473,27786288.252886485,False
2023-10-10,54367467,(2023 LF),20.28,0.233644185,0.5224442801,44982.1617468214,48160826.989767298,False
2023-10-10,2625991,625991 (2006 UL185),21.41,0.138852907,0.310484539,57256.2603912517,33691515.381094983,False
2023-10-10,54384761,(2023 RP21),22.65,0.0784431412,0.1754041962,61717.6738888585,24720110.816764024,False
2023-10-10,54386467,(2023 SJ2),22.65,0.0784431412,0.1754041962,13370.8983490299,55996069.660245173,False
2023-10-10,54389208,(2023 SW7),21.72,0.1203801767,0.2691782583,52454.8045616267,33122744.683269232,False
2023-10-10,54390666,(2023 TO),26.26,0.014878357,0.0332690178,38420.2196868859,1451769.881532701,False
2023-10-10,54392067,(2023 TM3),26.94,0.0108781483,0.0243242791,41427.0718198024,165595.686700356,False
2023-10-10,54392425,(2023 TZ4),25.37,0.0224158379,0.0501233372,31240.10998818,4123083.664991227,False
2023-10-10,54392656,(2023 TA7),24.85,0.0284809831,0.0636854144,37537.1096939586,4747441.819673282,False
2023-10-10,54392942,(2023 TG8),28.1,0.0063760979,0.0142573883,45072.862806631,1167303.832048854,False
